jy,jx,jz
9,15,36
9,15,39
9,15,40
9,15,41
9,15,42
9,15,43
9,15,44
9,15,45
9,15,46
9,16,4
9,16,5
9,16,6
9,16,7
9,16,8
9,16,9
9,16,10
9,16,11
9,16,12
9,16,13
9,16,14
9,16,15
9,16,16
9,16,17
9,16,18
9,16,19
9,16,20
9,16,21
9,16,22
9,16,23
9,16,24
9,16,25
9,16,26
9,16,27
9,16,28
10,1,14
10,1,15
10,1,17
10,1,18
10,1,19
10,1,20
10,1,21
10,1,22
10,1,23
10,1,24
10,1,25
10,1,26
10,1,27
10,1,28
10,1,29
10,1,30
10,1,31
10,1,32
10,1,33
10,1,34
10,1,35
10,1,36
10,1,37
10,1,38
10,1,39
10,1,40
10,1,41
10,1,42
10,1,43
10,1,44
10,1,45
10,2,4
10,2,5
10,2,6
10,2,7
10,2,8
10,2,9
10,2,10
10,2,11
10,2,12
10,2,13
10,2,14
10,2,15
10,2,16
10,2,17
10,2,18
10,2,19
10,2,20
10,2,21
10,2,22
10,2,23
10,2,24
10,2,25
10,2,26
10,2,27
10,2,28
10,2,29
10,2,30
10,2,31
10,2,32
10,2,33
10,2,34
10,2,35
10,2,36
10,2,37
10,2,38
10,2,39
10,2,40
10,2,41
10,2,42
10,2,43
10,2,44
10,2,45
10,2,46
10,2,47
10,2,48
10,3,2
10,3,3
10,3,4
10,3,5
10,3,6
10,3,7
10,3,8
10,3,9
10,3,10
10,3,11
10,3,12
10,3,13
10,3,14
10,3,15
10,3,16
10,3,17
10,3,18
10,3,19
10,3,20
10,3,21
10,3,22
10,3,23
10,3,24
10,3,25
10,3,26
10,3,27
10,3,28
10,3,29
10,3,30
10,3,31
10,3,32
10,3,33
10,3,34
10,3,35
10,3,36
10,3,37
10,3,38
10,3,39
10,3,40
10,3,41
10,3,42
10,3,43
10,3,44
10,3,45
10,3,46
10,3,47
10,3,48
10,3,49
10,3,50
10,3,51
10,4,1
10,4,2
10,4,3
10,4,4
10,4,5
10,4,6
10,4,7
10,4,8
10,4,9
10,4,10
10,4,11
10,4,12
10,4,13
10,4,14
10,4,15
10,4,16
10,4,17
10,4,18
10,4,19
10,4,20
10,4,21
10,4,22
10,4,23
10,4,24
10,4,25
10,4,26
10,4,27
10,4,28
10,4,29
10,4,30
10,4,31
10,4,32
10,4,33
10,4,34
10,4,35
10,4,36
10,4,37
10,4,38
10,4,39
10,4,40
10,4,41
10,4,42
10,4,43
10,4,44
10,4,45
10,4,46
10,4,47
10,4,48
10,4,49
10,4,50
10,4,51
10,5,1
10,5,2
10,5,3
10,5,4
10,5,5
10,5,6
10,5,7
10,5,8
10,5,9
10,5,10
10,5,11
10,5,12
10,5,13
10,5,14
10,5,15
10,5,16
10,5,17
10,5,18
10,5,19
10,5,20
10,5,21
10,5,22
10,5,23
10,5,24
10,5,25
10,5,26
10,5,27
10,5,28
10,5,29
10,5,30
10,5,31
10,5,32
10,5,33
10,5,34
10,5,35
10,5,36
10,5,37
10,5,38
10,5,39
10,5,40
10,5,41
10,5,42
10,5,43
10,5,44
10,5,45
10,5,46
10,5,47
10,5,48
10,5,49
10,5,50
10,5,51
10,6,1
10,6,2
10,6,3
10,6,4
10,6,5
10,6,6
10,6,7
10,6,8
10,6,9
10,6,10
10,6,11
10,6,12
10,6,13
10,6,14
10,6,15
10,6,16
10,6,17
10,6,18
10,6,19
10,6,20
10,6,21
10,6,22
10,6,23
10,6,24
10,6,25
10,6,26
10,6,27
10,6,28
10,6,29
10,6,30
10,6,31
10,6,32
10,6,33
10,6,34
10,6,35
10,6,36
10,6,37
10,6,38
10,6,39
10,6,40
10,6,41
10,6,42
10,6,43
10,6,44
10,6,45
10,6,46
10,6,47
10,6,48
10,6,49
10,6,50
10,6,51
10,7,1
10,7,2
10,7,3
10,7,4
10,7,5
10,7,6
10,7,7
10,7,8
10,7,9
10,7,10
10,7,11
10,7,12
10,7,13
10,7,14
10,7,15
10,7,16
10,7,17
10,7,18
10,7,19
10,7,20
10,7,21
10,7,22
10,7,23
10,7,24
10,7,25
10,7,26
10,7,27
10,7,28
10,7,29
10,7,30
10,7,31
10,7,32
10,7,33
10,7,34
10,7,35
10,7,36
10,7,37
10,7,38
10,7,39
10,7,40
10,7,41
10,7,42
10,7,43
10,7,44
10,7,45
10,7,46
10,7,47
10,7,48
10,7,49
10,7,50
10,7,51
10,7,52
10,8,1
10,8,2
10,8,3
10,8,4
10,8,5
10,8,6
10,8,7
10,8,8
10,8,9
10,8,10
10,8,11
10,8,12
10,8,13
10,8,14
10,8,15
10,8,16
10,8,17
10,8,18
10,8,19
10,8,20
10,8,21
10,8,22
10,8,23
10,8,24
10,8,25
10,8,26
10,8,27
10,8,28
10,8,29
10,8,30
10,8,31
10,8,32
10,8,33
10,8,34
10,8,35
10,8,36
10,8,37
10,8,38
10,8,39
10,8,40
10,8,41
10,8,42
10,8,43
10,8,44
10,8,45
10,8,46
10,8,47
10,8,48
10,8,49
10,8,50
10,8,51
10,8,52
10,9,2
10,9,3
10,9,4
10,9,5
10,9,6
10,9,7
10,9,8
10,9,9
10,9,10
10,9,11
10,9,12
10,9,13
10,9,14
10,9,15
10,9,16
10,9,17
10,9,18
10,9,19
10,9,20
10,9,21
10,9,22
10,9,23
10,9,24
10,9,25
10,9,26
10,9,27
10,9,28
10,9,29
10,9,30
10,9,31
10,9,32
10,9,33
10,9,34
10,9,35
10,9,36
10,9,37
10,9,38
10,9,39
10,9,40
10,9,41
10,9,42
10,9,43
10,9,44
10,9,45
10,9,46
10,9,47
10,9,48
10,9,49
10,9,50
10,9,51
10,9,52
10,10,1
10,10,2
10,10,3
10,10,4
10,10,5
10,10,6
10,10,7
10,10,8
10,10,9
10,10,10
10,10,11
10,10,12
10,10,13
10,10,14
10,10,15
10,10,16
10,10,17
10,10,18
10,10,19
10,10,20
10,10,21
10,10,22
10,10,23
10,10,24
10,10,25
10,10,26
10,10,27
10,10,28
10,10,29
10,10,30
10,10,31
10,10,32
10,10,33
10,10,34
10,10,35
10,10,36
10,10,37
10,10,38
10,10,39
10,10,40
10,10,41
10,10,42
10,10,43
10,10,44
10,10,45
10,10,46
10,10,47
10,10,48
10,10,49
10,10,50
10,10,51
10,10,52
10,11,1
10,11,2
10,11,3
10,11,4
10,11,5
10,11,6
10,11,7
10,11,8
10,11,9
10,11,10
10,11,11
10,11,12
10,11,13
10,11,14
10,11,15
10,11,16
10,11,17
10,11,18
10,11,19
10,11,20
10,11,21
10,11,22
10,11,23
10,11,24
10,11,25
10,11,26
10,11,27
10,11,28
10,11,29
10,11,30
10,11,31
10,11,32
10,11,33
10,11,34
10,11,35
10,11,36
10,11,37
10,11,38
10,11,39
10,11,40
10,11,41
10,11,42
10,11,43
10,11,44
10,11,45
10,11,46
10,11,47
10,11,48
10,11,49
10,11,50
10,11,51
10,11,52
10,12,3
10,12,4
10,12,5
10,12,6
10,12,7
10,12,8
10,12,9
10,12,10
10,12,11
10,12,12
10,12,13
10,12,14
10,12,15
10,12,16
10,12,17
10,12,18
10,12,19
10,12,20
10,12,21
10,12,22
10,12,23
10,12,24
10,12,25
10,12,26
10,12,27
10,12,28
10,12,29
10,12,30
10,12,31
10,12,32
10,12,33
10,12,34
10,12,35
10,12,36
10,12,37
10,12,38
10,12,39
10,12,40
10,12,41
10,12,42
10,12,43
10,12,44
10,12,45
10,12,46
10,12,47
10,12,48
10,12,49
10,12,50
10,12,51
10,13,1
10,13,3
10,13,4
10,13,5
10,13,6
10,13,7
10,13,8
10,13,9
10,13,10
10,13,11
10,13,12
10,13,13
10,13,14
10,13,15
10,13,16
10,13,17
10,13,18
10,13,19
10,13,20
10,13,21
10,13,22
10,13,23
10,13,24
10,13,25
10,13,26
10,13,27
10,13,28
10,13,29
10,13,30
10,13,31
10,13,32
10,13,33
10,13,34
10,13,35
10,13,36
10,13,37
10,13,38
10,13,39
10,13,40
10,13,41
10,13,42
10,13,43
10,13,44
10,13,45
10,13,46
10,13,47
10,13,48
10,13,49
10,13,50
10,13,51
10,14,1
10,14,3
10,14,4
10,14,5
10,14,6
10,14,7
10,14,8
10,14,9
10,14,10
10,14,11
10,14,12
10,14,13
10,14,14
10,14,15
10,14,16
10,14,17
10,14,18
10,14,19
10,14,20
10,14,21
10,14,22
10,14,23
10,14,24
10,14,25
10,14,26
10,14,27
10,14,28
10,14,29
10,14,30
10,14,31
10,14,32
10,14,33
10,14,34
10,14,35
10,14,36
10,14,37
10,14,38
10,14,39
10,14,40
10,14,41
10,14,42
10,14,43
10,14,44
10,14,45
10,14,46
10,14,47
10,14,48
10,14,49
10,14,50
10,15,3
10,15,4
10,15,5
10,15,6
10,15,7
10,15,8
10,15,9
10,15,10
10,15,11
10,15,12
10,15,13
10,15,14
10,15,15
10,15,16
10,15,17
10,15,18
10,15,19
10,15,20
10,15,21
10,15,22
10,15,23
10,15,24
10,15,25
10,15,26
10,15,27
10,15,28
10,15,29
10,15,30
10,15,31
10,15,32
10,15,33
10,15,34
10,15,35
10,15,36
10,15,37
10,15,38
10,15,39
10,15,40
10,15,41
10,15,42
10,15,43
10,15,44
10,15,45
10,15,46
10,16,4
10,16,5
10,16,6
10,16,7
10,16,8
10,16,9
10,16,10
10,16,11
10,16,12
10,16,14
10,16,15
10,16,16
10,16,17
10,16,18
10,16,19
10,16,20
10,16,21
10,16,22
10,16,23
10,16,24
10,16,25
10,16,26
10,16,27
10,16,28
10,16,29
11,1,17
11,1,18
11,1,19
11,1,20
11,1,21
11,1,22
11,1,23
11,1,24
11,1,25
11,1,26
11,1,27
11,1,28
11,1,29
11,1,30
11,1,31
11,1,32
11,1,33
11,1,34
11,1,35
11,1,36
11,1,37
11,1,38
11,1,39
11,1,40
11,1,41
11,1,42
11,1,43
11,1,44
11,2,7
11,2,8
11,2,9
11,2,10
11,2,11
11,2,12
11,2,13
11,2,14
11,2,15
11,2,16
11,2,17
11,2,18
11,2,19
11,2,20
11,2,21
11,2,22
11,2,23
11,2,24
11,2,25
11,2,26
11,2,27
11,2,28
11,2,29
11,2,30
11,2,31
11,2,32
11,2,33
11,2,34
11,2,35
11,2,36
11,2,37
11,2,38
11,2,39
11,2,40
11,2,41
11,2,42
11,2,43
11,2,44
11,2,45
11,2,46
11,3,2
11,3,3
11,3,4
11,3,5
11,3,6
11,3,7
11,3,8
11,3,9
11,3,10
11,3,11
11,3,12
11,3,13
11,3,14
11,3,15
11,3,16
11,3,17
11,3,18
11,3,19
11,3,20
11,3,21
11,3,22
11,3,23
11,3,24
11,3,25
11,3,26
11,3,27
11,3,28
11,3,29
11,3,30
11,3,31
11,3,32
11,3,33
11,3,34
11,3,35
11,3,36
11,3,37
11,3,38
11,3,39
11,3,40
11,3,41
11,3,42
11,3,43
11,3,44
11,3,45
11,3,46
11,3,47
11,3,48
11,3,49
11,4,2
11,4,3
11,4,4
11,4,5
11,4,6
11,4,7
11,4,8
11,4,9
11,4,10
11,4,11
11,4,12
11,4,13
11,4,14
11,4,15
11,4,16
11,4,17
11,4,18
11,4,19
11,4,20
11,4,21
11,4,22
11,4,23
11,4,24
11,4,25
11,4,26
11,4,27
11,4,28
11,4,29
11,4,30
11,4,31
11,4,32
11,4,33
11,4,34
11,4,35
11,4,36
11,4,37
11,4,38
11,4,39
11,4,40
11,4,41
11,4,42
11,4,43
11,4,44
11,4,45
11,4,46
11,4,47
11,4,48
11,4,49
11,4,50
11,5,1
11,5,2
11,5,3
11,5,4
11,5,5
11,5,6
11,5,7
11,5,8
11,5,9
11,5,10
11,5,11
11,5,12
11,5,13
11,5,14
11,5,15
11,5,16
11,5,17
11,5,18
11,5,19
11,5,20
11,5,21
11,5,22
11,5,23
11,5,24
11,5,25
11,5,26
11,5,27
11,5,28
11,5,29
11,5,30
11,5,31
11,5,32
11,5,33
11,5,34
11,5,35
11,5,36
11,5,37
11,5,38
11,5,39
11,5,40
11,5,41
11,5,42
11,5,43
11,5,44
11,5,45
11,5,46
11,5,47
11,5,48
11,5,49
11,5,50
11,5,51
11,6,1
11,6,2
11,6,3
11,6,4
11,6,5
11,6,6
11,6,7
11,6,8
11,6,9
11,6,10
11,6,11
11,6,12
11,6,13
11,6,14
11,6,15
11,6,16
11,6,17
11,6,18
11,6,19
11,6,20
11,6,21
11,6,22
11,6,23
11,6,24
11,6,25
11,6,26
11,6,27
11,6,28
11,6,29
11,6,30
11,6,31
11,6,32
11,6,33
11,6,34
11,6,35
11,6,36
11,6,37
11,6,38
11,6,39
11,6,40
11,6,41
11,6,42
11,6,43
11,6,44
11,6,45
11,6,46
11,6,47
11,6,48
11,6,49
11,6,50
11,6,51
11,7,1
11,7,2
11,7,3
11,7,4
11,7,5
11,7,6
11,7,7
11,7,8
11,7,9
11,7,10
11,7,11
11,7,12
11,7,13
11,7,14
11,7,15
11,7,16
11,7,17
11,7,18
11,7,19
11,7,20
11,7,21
11,7,22
11,7,23
11,7,24
11,7,25
11,7,26
11,7,27
11,7,28
11,7,29
11,7,30
11,7,31
11,7,32
11,7,33
11,7,34
11,7,35
11,7,36
11,7,37
11,7,38
11,7,39
11,7,40
11,7,41
11,7,42
11,7,43
11,7,44
11,7,45
11,7,46
11,7,47
11,7,48
11,7,49
11,7,50
11,7,51
11,8,1
11,8,2
11,8,3
11,8,4
11,8,5
11,8,6
11,8,7
11,8,8
11,8,9
11,8,10
11,8,11
11,8,12
11,8,13
11,8,14
11,8,15
11,8,16
11,8,17
11,8,18
11,8,19
11,8,20
11,8,21
11,8,22
11,8,23
11,8,24
11,8,25
11,8,26
11,8,27
11,8,28
11,8,29
11,8,30
11,8,31
11,8,32
11,8,33
11,8,34
11,8,35
11,8,36
11,8,37
11,8,38
11,8,39
11,8,40
11,8,41
11,8,42
11,8,43
11,8,44
11,8,45
11,8,46
11,8,47
11,8,48
11,8,49
11,8,50
11,8,51
11,8,52
11,9,1
11,9,2
11,9,3
11,9,4
11,9,5
11,9,6
11,9,7
11,9,8
11,9,9
11,9,10
11,9,11
11,9,12
11,9,13
11,9,14
11,9,15
11,9,16
11,9,17
11,9,18
11,9,19
11,9,20
11,9,21
11,9,22
11,9,23
11,9,24
11,9,25
11,9,26
11,9,27
11,9,28
11,9,29
11,9,30
11,9,31
11,9,32
11,9,33
11,9,34
11,9,35
11,9,36
11,9,37
11,9,38
11,9,39
11,9,40
11,9,41
11,9,42
11,9,43
11,9,44
11,9,45
11,9,46
11,9,47
11,9,48
11,9,49
11,9,50
11,9,51
11,9,52
11,10,1
11,10,2
11,10,3
11,10,4
11,10,5
11,10,6
11,10,7
11,10,8
11,10,9
11,10,10
11,10,11
11,10,12
11,10,13
11,10,14
11,10,15
11,10,16
11,10,17
11,10,18
11,10,19
11,10,20
11,10,21
11,10,22
11,10,23
11,10,24
11,10,25
11,10,26
11,10,27
11,10,28
11,10,29
11,10,30
11,10,31
11,10,32
11,10,33
11,10,34
11,10,35
11,10,36
11,10,37
11,10,38
11,10,39
11,10,40
11,10,41
11,10,42
11,10,43
11,10,44
11,10,45
11,10,46
11,10,47
11,10,48
11,10,49
11,10,50
11,10,51
11,11,1
11,11,2
11,11,3
11,11,4
11,11,5
11,11,6
11,11,7
11,11,8
11,11,9
11,11,10
11,11,11
11,11,12
11,11,13
11,11,14
11,11,15
11,11,16
11,11,17
11,11,18
11,11,19
11,11,20
11,11,21
11,11,22
11,11,23
11,11,24
11,11,25
11,11,26
11,11,27
11,11,28
11,11,29
11,11,30
11,11,31
11,11,32
11,11,33
11,11,34
11,11,35
11,11,36
11,11,37
11,11,38
11,11,39
11,11,40
11,11,41
11,11,42
11,11,43
11,11,44
11,11,45
11,11,46
11,11,47
11,11,48
11,11,49
11,11,50
11,11,51
11,12,1
11,12,2
11,12,3
11,12,4
11,12,5
11,12,6
11,12,7
11,12,8
11,12,9
11,12,10
11,12,11
11,12,12
11,12,13
11,12,14
11,12,15
11,12,16
11,12,17
11,12,18
11,12,19
11,12,20
11,12,21
11,12,22
11,12,23
11,12,24
11,12,25
11,12,26
11,12,27
11,12,28
11,12,29
11,12,30
11,12,31
11,12,32
11,12,33
11,12,34
11,12,35
11,12,36
11,12,37
11,12,38
11,12,39
11,12,40
11,12,41
11,12,42
11,12,43
11,12,44
11,12,45
11,12,46
11,12,47
11,12,48
11,12,49
11,12,50
11,12,51
11,13,1
11,13,2
11,13,3
11,13,4
11,13,5
11,13,6
11,13,7
11,13,8
11,13,9
11,13,10
11,13,11
11,13,12
11,13,13
11,13,14
11,13,15
11,13,16
11,13,17
11,13,18
11,13,19
11,13,20
11,13,21
11,13,22
11,13,23
11,13,24
11,13,25
11,13,26
11,13,27
11,13,28
11,13,29
11,13,30
11,13,31
11,13,32
11,13,33
11,13,34
11,13,35
11,13,36
11,13,37
11,13,38
11,13,39
11,13,40
11,13,41
11,13,42
11,13,43
11,13,44
11,13,45
11,13,46
11,13,47
11,13,48
11,13,49
11,13,50
11,13,51
11,14,1
11,14,3
11,14,4
11,14,5
11,14,6
11,14,7
11,14,8
11,14,9
11,14,10
11,14,11
11,14,12
11,14,13
11,14,14
11,14,15
11,14,16
11,14,17
11,14,18
11,14,19
11,14,20
11,14,21
11,14,22
11,14,23
11,14,24
11,14,25
11,14,26
11,14,27
11,14,28
11,14,29
11,14,30
11,14,31
11,14,32
11,14,33
11,14,34
11,14,35
11,14,36
11,14,37
11,14,38
11,14,39
11,14,40
11,14,41
11,14,42
11,14,43
11,14,44
11,14,45
11,14,46
11,14,47
11,14,48
11,14,49
11,15,3
11,15,4
11,15,5
11,15,6
11,15,7
11,15,8
11,15,9
11,15,10
11,15,11
11,15,12
11,15,13
11,15,14
11,15,15
11,15,16
11,15,17
11,15,18
11,15,19
11,15,20
11,15,21
11,15,22
11,15,23
11,15,24
11,15,25
11,15,26
11,15,27
11,15,28
11,15,29
11,15,30
11,15,31
11,15,32
11,15,33
11,15,34
11,15,35
11,15,36
11,15,37
11,15,38
11,15,39
11,15,40
11,15,41
11,15,42
11,15,43
11,15,44
11,15,45
11,15,46
11,16,4
11,16,5
11,16,6
11,16,7
11,16,8
11,16,18
11,16,19
11,16,20
11,16,21
11,16,22
11,16,23
11,16,24
11,16,25
11,16,26
11,16,27
11,16,28
11,16,29
12,1,17
12,1,18
12,1,19
12,1,20
12,1,21
12,1,22
12,1,23
12,1,24
12,1,25
12,1,26
12,1,27
12,1,28
12,1,29
12,1,30
12,1,31
12,1,32
12,1,33
12,1,34
12,1,35
12,1,36
12,1,37
12,1,38
12,1,39
12,1,40
12,1,41
12,2,9
12,2,10
12,2,11
12,2,12
12,2,13
12,2,14
12,2,15
12,2,16
12,2,17
12,2,18
12,2,19
12,2,20
12,2,21
12,2,22
12,2,23
12,2,24
12,2,25
12,2,26
12,2,27
12,2,28
12,2,29
12,2,30
12,2,31
12,2,32
12,2,33
12,2,34
12,2,35
12,2,36
12,2,37
12,2,38
12,2,39
12,2,40
12,2,41
12,2,42
12,2,43
12,2,44
12,2,45
12,3,4
12,3,5
12,3,6
12,3,7
12,3,8
12,3,9
12,3,10
12,3,11
12,3,12
12,3,13
12,3,14
12,3,15
12,3,16
12,3,17
12,3,18
12,3,19
12,3,20
12,3,21
12,3,22
12,3,23
12,3,24
12,3,25
12,3,26
12,3,27
12,3,28
12,3,29
12,3,30
12,3,31
12,3,32
12,3,33
12,3,34
12,3,35
12,3,36
12,3,37
12,3,38
12,3,39
12,3,40
12,3,41
12,3,42
12,3,43
12,3,44
12,3,45
12,3,46
12,3,47
12,4,2
12,4,3
12,4,4
12,4,5
12,4,6
12,4,7
12,4,8
12,4,9
12,4,10
12,4,11
12,4,12
12,4,13
12,4,14
12,4,15
12,4,16
12,4,17
12,4,18
12,4,19
12,4,20
12,4,21
12,4,22
12,4,23
12,4,24
12,4,25
12,4,26
12,4,27
12,4,28
12,4,29
12,4,30
12,4,31
12,4,32
12,4,33
12,4,34
12,4,35
12,4,36
12,4,37
12,4,38
12,4,39
12,4,40
12,4,41
12,4,42
12,4,43
12,4,44
12,4,45
12,4,46
12,4,47
12,4,48
12,4,49
12,5,1
12,5,2
12,5,3
12,5,4
12,5,5
12,5,6
12,5,7
12,5,8
12,5,9
12,5,10
12,5,11
12,5,12
12,5,13
12,5,14
12,5,15
12,5,16
12,5,17
12,5,18
12,5,19
12,5,20
12,5,21
12,5,22
12,5,23
12,5,24
12,5,25
12,5,26
12,5,27
12,5,28
12,5,29
12,5,30
12,5,31
12,5,32
12,5,33
12,5,34
12,5,35
12,5,36
12,5,37
12,5,38
12,5,39
12,5,40
12,5,41
12,5,42
12,5,43
12,5,44
12,5,45
12,5,46
12,5,47
12,5,48
12,5,49
12,6,1
12,6,2
12,6,3
12,6,4
12,6,5
12,6,6
12,6,7
12,6,8
12,6,9
12,6,10
12,6,11
12,6,12
12,6,13
12,6,14
12,6,15
12,6,16
12,6,17
12,6,18
12,6,19
12,6,20
12,6,21
12,6,22
12,6,23
12,6,24
12,6,25
12,6,26
12,6,27
12,6,28
12,6,29
12,6,30
12,6,31
12,6,32
12,6,33
12,6,34
12,6,35
12,6,36
12,6,37
12,6,38
12,6,39
12,6,40
12,6,41
12,6,42
12,6,43
12,6,44
12,6,45
12,6,46
12,6,47
12,6,48
12,6,49
12,6,50
12,7,1
12,7,2
12,7,3
12,7,4
12,7,5
12,7,6
12,7,7
12,7,8
12,7,9
12,7,10
12,7,11
12,7,12
12,7,13
12,7,14
12,7,15
12,7,16
12,7,17
12,7,18
12,7,19
12,7,20
12,7,21
12,7,22
12,7,23
12,7,24
12,7,25
12,7,26
12,7,27
12,7,28
12,7,29
12,7,30
12,7,31
12,7,32
12,7,33
12,7,34
12,7,35
12,7,36
12,7,37
12,7,38
12,7,39
12,7,40
12,7,41
12,7,42
12,7,43
12,7,44
12,7,45
12,7,46
12,7,47
12,7,48
12,7,49
12,7,50
12,7,51
12,8,1
12,8,2
12,8,3
12,8,4
12,8,5
12,8,6
12,8,7
12,8,8
12,8,9
12,8,10
12,8,11
12,8,12
12,8,13
12,8,14
12,8,15
12,8,16
12,8,17
12,8,18
12,8,19
12,8,20
12,8,21
12,8,22
12,8,23
12,8,24
12,8,25
12,8,26
12,8,27
12,8,28
12,8,29
12,8,30
12,8,31
12,8,32
12,8,33
12,8,34
12,8,35
12,8,36
12,8,37
12,8,38
12,8,39
12,8,40
12,8,41
12,8,42
12,8,43
12,8,44
12,8,45
12,8,46
12,8,47
12,8,48
12,8,49
12,8,50
12,8,51
12,9,1
12,9,2
12,9,3
12,9,4
12,9,5
12,9,6
12,9,7
12,9,8
12,9,9
12,9,10
12,9,11
12,9,12
12,9,13
12,9,14
12,9,15
12,9,16
12,9,17
12,9,18
12,9,19
12,9,20
12,9,21
12,9,22
12,9,23
12,9,24
12,9,25
12,9,26
12,9,27
12,9,28
12,9,29
12,9,30
12,9,31
12,9,32
12,9,33
12,9,34
12,9,35
12,9,36
12,9,37
12,9,38
12,9,39
12,9,40
12,9,41
12,9,42
12,9,43
12,9,44
12,9,45
12,9,46
12,9,47
12,9,48
12,9,49
12,9,50
12,9,51
12,10,1
12,10,2
12,10,3
12,10,4
12,10,5
12,10,6
12,10,7
12,10,8
12,10,9
12,10,10
12,10,11
12,10,12
12,10,13
12,10,14
12,10,15
12,10,16
12,10,17
12,10,18
12,10,19
12,10,20
12,10,21
12,10,22
12,10,23
12,10,24
12,10,25
12,10,26
12,10,27
12,10,28
12,10,29
12,10,30
12,10,31
12,10,32
12,10,33
12,10,34
12,10,35
12,10,36
12,10,37
12,10,38
12,10,39
12,10,40
12,10,41
12,10,42
12,10,43
12,10,44
12,10,45
12,10,46
12,10,47
12,10,48
12,10,49
12,10,50
12,11,1
12,11,2
12,11,3
12,11,4
12,11,5
12,11,6
12,11,7
12,11,8
12,11,9
12,11,10
12,11,11
12,11,12
12,11,13
12,11,14
12,11,15
12,11,16
12,11,17
12,11,18
12,11,19
12,11,20
12,11,21
12,11,22
12,11,23
12,11,24
12,11,25
12,11,26
12,11,27
12,11,28
12,11,29
12,11,30
12,11,31
12,11,32
12,11,33
12,11,34
12,11,35
12,11,36
12,11,37
12,11,38
12,11,39
12,11,40
12,11,41
12,11,42
12,11,43
12,11,44
12,11,45
12,11,46
12,11,47
12,11,48
12,11,49
12,11,50
12,12,1
12,12,2
12,12,3
12,12,4
12,12,5
12,12,6
12,12,7
12,12,8
12,12,9
12,12,10
12,12,11
12,12,12
12,12,13
12,12,14
12,12,15
12,12,16
12,12,17
12,12,18
12,12,19
12,12,20
12,12,21
12,12,22
12,12,23
12,12,24
12,12,25
12,12,26
12,12,27
12,12,28
12,12,29
12,12,30
12,12,31
12,12,32
12,12,33
12,12,34
12,12,35
12,12,36
12,12,37
12,12,38
12,12,39
12,12,40
12,12,41
12,12,42
12,12,43
12,12,44
12,12,45
12,12,46
12,12,47
12,12,48
12,12,49
12,12,50
12,12,51
12,13,1
12,13,2
12,13,3
12,13,4
12,13,5
12,13,6
12,13,7
12,13,8
12,13,9
12,13,10
12,13,11
12,13,12
12,13,13
12,13,14
12,13,15
12,13,16
12,13,17
12,13,18
12,13,19
12,13,20
12,13,21
12,13,22
12,13,23
12,13,24
12,13,25
12,13,26
12,13,27
12,13,28
12,13,29
12,13,30
12,13,31
12,13,32
12,13,33
12,13,34
12,13,35
12,13,36
12,13,37
12,13,38
12,13,39
12,13,40
12,13,41
12,13,42
12,13,43
12,13,44
12,13,45
12,13,46
12,13,47
12,13,48
12,13,49
12,13,50
12,13,51
12,14,1
12,14,3
12,14,4
12,14,5
12,14,6
12,14,7
12,14,8
12,14,9
12,14,10
12,14,11
12,14,12
12,14,13
12,14,14
12,14,15
12,14,16
12,14,17
12,14,18
12,14,19
12,14,20
12,14,21
12,14,22
12,14,23
12,14,24
12,14,25
12,14,26
12,14,27
12,14,28
12,14,29
12,14,30
12,14,31
12,14,32
12,14,33
12,14,34
12,14,35
12,14,36
12,14,37
12,14,38
12,14,39
12,14,40
12,14,41
12,14,42
12,14,43
12,14,44
12,14,45
12,14,46
12,14,47
12,14,48
12,15,4
12,15,5
12,15,6
12,15,7
12,15,8
12,15,10
12,15,11
12,15,17
12,15,18
12,15,19
12,15,20
12,15,21
12,15,22
12,15,23
12,15,24
12,15,25
12,15,26
12,15,27
12,15,28
12,15,29
12,15,30
12,15,31
12,15,32
12,15,33
12,15,34
12,15,35
12,15,36
12,15,37
12,15,38
12,15,39
12,15,40
12,15,41
12,15,42
12,15,43
12,16,19
12,16,22
12,16,23
12,16,24
12,16,25
12,16,26
12,16,27
12,16,28
12,16,29
13,1,21
13,1,22
13,1,33
13,1,38
13,1,40
13,2,12
13,2,13
13,2,14
13,2,15
13,2,16
13,2,17
13,2,18
13,2,19
13,2,20
13,2,21
13,2,22
13,2,23
13,2,24
13,2,25
13,2,26
13,2,27
13,2,28
13,2,29
13,2,30
13,2,31
13,2,32
13,2,33
13,2,34
13,2,35
13,2,36
13,2,37
13,2,38
13,2,39
13,2,40
13,2,41
13,2,42
13,2,43
13,3,7
13,3,8
13,3,9
13,3,10
13,3,11
13,3,12
13,3,13
13,3,14
13,3,15
13,3,16
13,3,17
13,3,18
13,3,19
13,3,20
13,3,21
13,3,22
13,3,23
13,3,24
13,3,25
13,3,26
13,3,27
13,3,28
13,3,29
13,3,30
13,3,31
13,3,32
13,3,33
13,3,34
13,3,35
13,3,36
13,3,37
13,3,38
13,3,39
13,3,40
13,3,41
13,3,42
13,3,43
13,3,44
13,3,45
13,4,3
13,4,4
13,4,5
13,4,6
13,4,7
13,4,8
13,4,9
13,4,10
13,4,11
13,4,12
13,4,13
13,4,14
13,4,15
13,4,16
13,4,17
13,4,18
13,4,19
13,4,20
13,4,21
13,4,22
13,4,23
13,4,24
13,4,25
13,4,26
13,4,27
13,4,28
13,4,29
13,4,30
13,4,31
13,4,32
13,4,33
13,4,34
13,4,35
